"TA_CODE","TA_NAME","TA_DESC","QDIAL","TA_VERSION","STATE","CATEGORY","AREA","TA_CREATE","TA_LASTMOD"
"112FWFBFR15A","Bristol Frome from downstream of Nibley to Stapleton","Bristol Frome from downstream of Nibley to Wickham Bridge in Stapleton including Algars Mill, Mill Lane, Brookside Drive, Rectory Road, Damsons Bridge, Moorend, Cleeve Mill, Frenchay Mill, River View and Frome Bridge","164199","11","A","Flood Warning","Wessex","2017-12-07","2018-02-21"
"122FWF738","Holgate Beck at York","Hamilton Drive and the Hob Moor area in Holgate","303076","6","A","Flood Warning","Yorkshire","2018-03-19","2018-05-23"
"053FWTIMM2","Wider area at risk of tidal flooding from Immingham to Pyewipe","Immingham to Pyewipe including North Moss Lane Industrial Estate, South Marsh Road, Hobson Way and Europarc","307073","8","A","Flood Warning","Lincolnshire and Northamptonshire","2020-09-14","2020-11-25"
"061FWF10Witney","River Windrush at Witney and Ducklington","River Windrush at Witney and Ducklington down to and including Hardwick","171073","9","A","Flood Warning","Thames","2021-04-16","2021-05-19"
"112FWFWAS10B","Washford River from Roadwater to Watchet","Roadwater to Watchet including properties in Roadwater, Lower Roadwater, and Hungerford. Abbey Road and Willow Grove in Washford and Warren Close, Whitehall, Mill Street and Market Street in Watchet","164002","8","A","Flood Warning","Wessex","2018-12-06","2019-02-27"
"012WACSF","Coast from Southport to Formby","Banks, Banks Enclosed Marsh, Crossens, Land Houses, Holmes, Martin Mere, Scarisbrick Moss, Marshside and Marine Drive","202050","14","A","Flood Alert","Cumbria and Lancashire","2015-03-31","2015-06-24"
"012WAFAC","River Alt, Formby to Huyton","River Alt and other watercourses from Huyton to Hightown including, Kirkby, Fazakerley, Maghull, Formby, Aughton, Sefton and Lunt","202051","13","A","Flood Alert","Cumbria and Lancashire","2022-07-06","2022-08-24"
"013FWFGM18","Baguley and Fairywell Brooks at Trafford and Manchester","Properties between Bridgewater Canal and Wythenshaw Rd and from Kirklands to A560, in the vicinity of Woodbourne Rd, Sylvan Ave, Greenway Rd, Wilford Ave, Beccles Rd, Dalebrook Rd, Gawsworth Rd, Aldfield Rd, Stelfox Ave and Maryport Drive","143110","8","A","Flood Warning","Greater Manchester, Merseyside and Cheshire","2018-09-27","2018-11-29"
"061FWF14LangfdBk","Langford Village and other areas of Bicester on the Langford Brook","Areas of Bicester including Langford Village and the Launton Road Industrial Estate, on the Langford Brook, down to the confluence with the River Ray","171458","3","A","Flood Warning","Thames","2018-03-21","2018-05-23"
"033FWF3COLE016","River Cole at Bordesley Green East","River Cole at Bordesley Green East including Blakesley Road, Yardley Green Road and Caldecote Grove","308064","5","A","Flood Warning","West Midlands","2011-03-22","2011-06-22"
"033FWF3COLE018","River Cole at Colehall","River Cole at Colehall including Maryland Avenue, Rivermead Park, Embleton Grove and Clunbury Croft","308066","6","A","Flood Warning","West Midlands","2011-12-01","2012-02-29"
"034FWFTRSAWLEY","Rivers Trent and Erewash at Sawley and Long Eaton","Rivers Trent and Erewash at Sawley and Long Eaton including properties around the B6540","306177","10","A","Flood Warning","East Midlands","2018-04-19","2018-05-24"
"123FWF756","Lingwell Gate Beck at Lofthouse Gate","Properties along Philip's Grove, Lingwell Nook Crescent, Lingwell Nook Court, Lingwell Chase and Park View","304211","1","A","Flood Warning","Yorkshire","2020-09-21","2020-11-25"
"013FWFGM17","Baguley and Fairywell Brooks at Timperley, Brooklands and Northern Moor","Properties between Bridgewater Canal and Wythenshaw Rd and from Norris Rd to A560, in the vicinity of Sylvan Ave, Woodhouse Lane East, Framingham Rd, Brooklands Rd, Dalebrook Rd, Cranleigh Rd, Buxton Crescent, Broadley Walk and Maryport Drive","143109","5","A","Flood Warning","Greater Manchester, Merseyside and Cheshire","2013-07-23","2013-10-30"
"033FWF3DOVE013","River Dove at Fauld Lane and Tutbury","River Dove at Fauld Lane and Tutbury including Bridge Street","308078","6","A","Flood Warning","West Midlands","2014-04-14","2014-07-03"
"061FWF23Nwbrdg","River Thames between Newbridge and Kings Lock above Oxford","River Thames between Newbridge and Kings Lock above Oxford including Northmoor, Stanton Harcourt, Bablock Hythe and caravan park, Eynsham, Swinford and Yarnton","171163","6","A","Flood Warning","Thames","2019-01-02","2019-02-27"
"033FWF3ENDON001","Endon Brook at Denford","Endon Brook from Huntley Road in Denford and Sutherland Road in Longsdon","308191","2","A","Flood Warning","West Midlands","2020-01-09","2020-03-18"
"012FWFL34C","River Calder at Padiham, comprising the business park at Mead Way","The business park at Mead Way","302154","8","A","Flood Warning","Cumbria and Lancashire","2020-12-31","2021-02-17"
"033FWF3FORD02","Ford Brook at Walsall","Ford Brook at Walsall Town Centre including Lower North Street, Lichfield Street, Bridgeman Street and Long Street","308190","2","A","Flood Warning","West Midlands","2021-05-19","2021-05-19"
"122FWF227","River Swale at Helperby","Helperby including Bridge Street, Dunroyal and Tofts Lane","303106","6","A","Flood Warning","Yorkshire","2021-07-15","2021-11-24"
"033FWF3FOST001","Foston Brook at Foston","Foston Brook at Foston including Foston Prison and Uttoxeter Road","308084","6","A","Flood Warning","West Midlands","2011-12-01","2012-02-29"
"033FWF3HALESOWEN","River Stour at Halesowen","River Stour at Halesowen from Dogkennel Lane to Hayseech Road","308198","1","A","Flood Warning","West Midlands","2022-06-28","2022-08-24"
"052FWFMONEWPAG1","Low lying areas close to the River Great Ouse and River Ouzel at Newport Pagnell","Caldecote Lane, Willen Road, River Side, Toll House, Woad Farm, Sherington Road and Gallards Farm in Newport Pagnell, and Ravenstone Mill in Ravenstone","312094","5","A","Flood Warning","East Anglia","2021-10-22","2021-11-24"
"013FWFCH23","Poynton Brook at Poynton and Midway","Areas at risk include some properties on Chester Road opposite Hazelbadge Road and some properties on Brookfield Avenue. Properties in the vicinity of Woolley Avenue, London Road South and Lostock Road, and Poynton Industrial Estate.","143099","4","A","Flood Warning","Greater Manchester, Merseyside and Cheshire","2014-03-25","2014-03-25"
"064FWF7Dartford","River Darent at Dartford Trade Park, Brooklands and Dartford to the Thames estuary","River Darent in Hawley, the Dartford Trade Park, Brooklands, Dartford Town Centre, Dartford and Crayford Marshes to the River Thames including Slade Green and the Darent Industrial Park","012633","5","A","Flood Warning","Kent, South London and East Sussex","2018-03-29","2018-05-23"
"013FWFCH37","River Weaver at Pickerings Bridge","Areas at risk include Primrose Cottage, Pickerings Bridge Cottage, The Bungalow and Pickerings Lock Caravan Park","143159","6","A","Flood Warning","Greater Manchester, Merseyside and Cheshire","2018-03-23","2018-05-23"
"011FWFNC26B","Speet Gill at Wigton, Burnfoot","Properties in Burnfoot including the School, Church, Convent, Strand Terrace, Accrington Terrace, Eastley Terrace and Printfield","302013","3","A","Flood Warning","Cumbria and Lancashire","2020-04-07","2020-05-27"
"064FWF7Otford","River Darent from Otford to Darenth","River Darent in Otford, Shoreham, Eynsford, Farningham, Horton Kirby, South Darenth, Sutton-at-Hone and Darenth to Hawley","012632","3","A","Flood Warning","Kent, South London and East Sussex","2016-04-05","2016-07-06"
"064FWF7Westerham","River Darent from Westerham to Sevenoaks","River Darent in Westerham, Brasted, Sundridge, Chipstead, Riverhead Chevening and Sevenoaks to the M26","012631","3","A","Flood Warning","Kent, South London and East Sussex","2016-04-05","2016-07-06"
"052FWFBOBC","Bourn Brook at Bourn, Toft and Comberton","Caxton End, Alms Hill, Kingfisher Close and Toft Road in Bourn, Brookside in Toft, and Royston Lane in Comberton","312359","4","A","Flood Warning","East Anglia","2021-10-13","2021-11-24"
"011FWFNC31A","Town Beck at Ulverston from The Gill downstream to The Ellers area","Low lying areas and properties in the town adjacent to Town Beck. Areas likely to be affected are the Gill, parts of Upper Brook Street, Buxton Place, Union Street, The Ellers area and the Recycling Centre","302023","2","A","Flood Warning","Cumbria and Lancashire","2018-09-04","2018-11-28"
"013FWFGM104","Lee's Bridge (unnamed) watercourse at Bolton","Properties on and around Viola Street, Blackburn Road, Greenwood Vale, Old Road, Seymour Road, Berkeley Road and Moss Bank Way","305037","1","A","Flood Warning","Greater Manchester, Merseyside and Cheshire","2022-11-02","2022-11-09"
"033FWF3BOURNBROOK","Bourn Brook at Selly Oak","Bourn Brook at Selly Oak including the Stonehouse Brook at California","308194","1","A","Flood Warning","West Midlands","2022-06-28","2022-08-24"
"013FWFGM19","River Medlock at Manchester City Centre","Properties at risk include the areas from Pin Mill Brow, Ancoats to Castle Street between the Railway Line and Mancunian Way. This includes Raven St, the University Campus between Sackville St and Altrincham St, Charles St, Hulme St and Commercial St","143068","7","A","Flood Warning","Greater Manchester, Merseyside and Cheshire","2021-12-17","2022-03-02"
"054FWFNF2C","The River Bure from Brampton to Wroxham","The River Bure from Brampton to Wroxham","313415","7","A","Flood Warning","East Anglia","2017-06-05","2017-08-02"
"054FWFNF4A","The River Wensum, from Fakenham to Swanton Morley","The River Wensum, from Fakenham to Swanton Morley","313433","8","A","Flood Warning","East Anglia","2017-06-05","2017-08-02"
"033FWF3KENILWORTH","Finham Brook at Kenilworth","Finham Brook at Kenilworth including Forge Road, Northvale Close and Common Lane","052471","1","A","Flood Warning","West Midlands","2013-11-29","2014-03-05"
"112FWFBFR10A","Bristol Frome at Chipping Sodbury and Yate, Vayre Close, Manor Way, Celestine Road and Nibley Lane","Vayre Close and Manor Way in Chipping Sodbury, properties closest to the river at Celestine Road in Yate and the Stover Bridge and Nibley area","310016","5","A","Flood Warning","Wessex","2017-12-07","2018-02-21"
"034FWFSOTHURMSTN","River Soar at Thurmaston","River Soar at Thurmaston including properties around Melton Road and Troon Way","306137","8","A","Flood Warning","East Midlands","2021-07-19","2021-08-18"
"064FWF8Beult","River Beult from Bethersden and Pluckley to Stile Bridge","River Beult from Bethersden and Pluckley to Stile Bridge, including Smarden, Headcorn, Staplehurst and Hawkenbury","012652","5","A","Flood Warning","Kent, South London and East Sussex","2022-06-13","2022-07-21"
"111FWTCHXH012","Dorset coast at Christchurch","Areas situated behind the defences at Christchurch","166200","9","A","Flood Warning","Wessex","2018-06-21","2018-08-22"
"051FWFEF5C","The River Brain through Braintree, to and including Witham","The River Brain, including Podds Brook, through Braintree, Black Notley, White Notley and Witham","313622","9","A","Flood Warning","East Anglia","2022-10-24","2022-10-28"
"011FWFNC6A","River Greta at Keswick, Keswick Campsite, Rugby Club and Quinta","Low lying roads, residential, commercial properties & campsite in Keswick adjacent to the rivers Greta & Derwent including Greta Park Rugby Football Ground, Keswick Campsite, Keswick School Sports Field, Keswick Show Field & Playing Field areas","302046","4","A","Flood Warning","Cumbria and Lancashire","2021-01-11","2021-02-17"
"013FWFGM33","River Mersey at East Didsbury","Properties at East Didsbury around Millgate Lane and Parrs Wood Road including Tuscan Road to Broad Oak Lane. Also at risk, properties around Kingsway including Wilmslow Road to Merston Drive, Millgate Farm and Old Bedians sports centre.","143089","10","A","Flood Warning","Greater Manchester, Merseyside and Cheshire","2019-03-29","2019-05-29"
"065FWF5002","Broadbridge Heath to Pallingham Quay on the River Arun","The River Arun from Broadbridge Heath to Pallingham Quay, including Broadbridge Heath, Slinfold, Wanford Mill, Gibbons Mill, Newbridge, and Pallingham Lock","316102","7","A","Flood Warning","Solent and South Downs","2021-12-23","2022-03-02"
"112FWFBFR10E","Bristol Frome at Chipping Sodbury and Yate, Quarry Road, Streamside Road and Blenheim Drive","Quarry Road and Streamside Road in Chipping Sodbury and Church Road, Blenheim Road and Celestine Road in Yate","310020","1","A","Flood Warning","Wessex","2017-12-07","2018-02-21"
"013FWFGM36","River Mersey at Sale Water Park","Sale Water Park, including Trafford Watersports centre and associated buildings, Deckers, Jacksons Boat public house and parts of Rifle Road.","143092","5","A","Flood Warning","Greater Manchester, Merseyside and Cheshire","2019-03-27","2019-05-29"
"052FWFBBKRRA","Bury Brook at Kings Ripton, Broughton, Wistow, Bury and Ramsey","Ramsey Road in Kings Ripton, Bridge Road, Causeway Road, Bull Lane and Illings Lane in Broughton, Manor Street, Pipkins Close and Bridge Street in Wistow, Brookfield Way and High Street in Bury and High Street, Crown Mews and Hollow Lane in Ramsey","312316","8","A","Flood Warning","East Anglia","2021-10-13","2021-11-24"
"013FWFGM42","River Irwell at Radcliffe and Redvales wider area","Areas at risk between Whitfield Road and Windermere Drive, Ribchester Drive, Derby High School and Cleavelys Avenue. Between Nu Foam and Radcliffe Bridge. Between Church Street and Bealey Community Hospital, and surrounding areas","143067","9","A","Flood Warning","Greater Manchester, Merseyside and Cheshire","2021-04-23","2021-04-23"
"052FWFTVTMC","River Tove at Towcester and Cosgrove","Towcester Mill, Northampton Road between Stoke Bruerne and Grafton Regis, Bozenham Mill Lane, Castlethorpe Mill, and The Priory and Leisure Park at Cosgrove","312051","5","A","Flood Warning","East Anglia","2021-10-13","2021-11-24"
"061FWF22MidLamb","River Lambourn from Weston to Bagnor including Boxford","River Lambourn from Weston to Bagnor including Easton, Boxford, Woodspeen and Winterbourne on the Winterbourne Stream","171015","3","A","Flood Warning","Thames","2011-07-18","2011-11-03"
"113FWT2T2A3","Tidal River Torridge from Weare Giffard to Bideford","Low lying areas on the tidal River Torridge, including Weare Giffard, Bideford East-the-Water, Wooder Wharf and Northam","162191","3","A","Flood Warning","Devon, Cornwall and the Isles of Scilly","2021-07-01","2021-07-01"
"012FWFSC3B","River Lune at Skerton Pool, bordering Caton Road, Damside Street and North Road","Low lying land including properties off and including Damside Street, North Road, Parliment Street, Kingsway, The Ramparts and Aldren Lane, Lansil Industrial Estate and Riverside Industrial Estate","302196","9","A","Flood Warning","Cumbria and Lancashire","2018-06-12","2018-06-12"
